,Unnamed: 0,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title,0
26,26,188065,284,Porous Covalent Organic Polymers Comprising a Phosphite Skeleton for Aqueous Nd(III) Capture,Ahn W.-S.,American Chemical Society,"Ravi Seenu, Puthiaraj Pillaiyar, Yu Kwangsun, Ahn Whaseung",11488-11497,Article,ACS Applied Materials and Interfaces,27 March 2019,"Ravi Seenu[Seoul National University], Puthiaraj Pillaiyar[Inha University], Yu Kwangsun[Inha University], Ahn Whaseung[Inha University]",valid,0
27,27,188065,285,Ionic liquid entrapped UiO-66: Efficient adsorbent for Gd3+ capture from water,Ahn W.-S.,Elsevier B.V.,"Ahmed Imteaz, Adhikary Keshab Kumar, Lee Yuri, Ho Row Kyung, Kang K. K., Ahn Whaseung",792-799,Article,Chemical Engineering Journal,15 August 2019,"Ahmed Imteaz[Inha University], Adhikary Keshab Kumar[Inha University], Lee Yuri[Korea Institute of Science and Technology], Ho Row Kyung[Inha University], Kang K. K.[Chungnam National University], Ahn Whaseung[Inha University]",valid,0
28,28,188065,286,CO2 adsorption and conversion into cyclic carbonates over a porous ZnBr2-grafted N-heterocyclic carbene-based aromatic polymer,Ahn W.-S.,Elsevier B.V.,"Puthiaraj Pillaiyar, Ravi Seenu, Yu Kwangsun, Ahn Whaseung",195-205,Article,Applied Catalysis B: Environmental,15 August 2019,"Puthiaraj Pillaiyar[Inha University], Ravi Seenu[Seoul National University], Yu Kwangsun[Inha University], Ahn Whaseung[Inha University]",valid,0
29,29,188065,287,Pd(II)-immobilized on a nanoporous triazine-based covalent imine framework for facile cyanation of haloarenes with K4Fe(CN)6,Ahn W.-S.,Elsevier B.V.,"Puthiaraj Pillaiyar, Yu Kwangsun, Shim Sang-eun, Ahn Whaseung",110395,Article,Molecular Catalysis,August 2019,"Puthiaraj Pillaiyar[Inha University], Yu Kwangsun[Inha University], Shim Sang-eun[Inha University], Ahn Whaseung[Inha University]",valid,0
30,30,188065,289,0,0,0,0,0,0,0,0,0,unknown--,0
31,31,188065,290,MgFeAl layered double hydroxide prepared from recycled industrial solid wastes for CO2 fixation by cycloaddition to epoxides,Ahn W.-S.,Elsevier Ltd,"Zhang Siqian, Wang Qiang, Puthiaraj Pillaiyar, Ahn Whaseung",395-403,Article,Journal of CO2 Utilization,December 2019,"Zhang Siqian[Inha University], Wang Qiang[Beijing Forestry University], Puthiaraj Pillaiyar[Inha University], Ahn Whaseung[Inha University]",valid,0
32,32,188065,296,Adsorption properties of advanced functional materials against gaseous formaldehyde,Kim K.-H.,Academic Press Inc.,"Vikrant Kumar, Cho Minkyu, Khan Azmatullah, Kim Ki Hyun, Ahn Whaseung, Kwon Eilhann E.",108672,Article,Environmental Research,November 2019,"Vikrant Kumar[Hanyang University], Cho Minkyu[Hanyang University], Khan Azmatullah[BUITEMS - Balochistan University of Information Technology], Kim Ki Hyun[Hanyang University], Ahn Whaseung[Inha University], Kwon Eilhann E.[Sejong University]",valid,0
33,33,188065,297,0,0,0,0,0,0,0,0,0,unknown--,0
34,34,188065,298,Oxygen-Deficient NiFe2O4 Spinel Nanoparticles as an Enhanced Electrocatalyst for the Oxygen Evolution Reaction,Baeck S.-H.,Wiley-VCH Verlag,"Lim Dongwook, Kong Hyungseok, Kim Namil, Lim Chaewon, Ahn Whaseung, Baeck Sunghyeon",1296-1302,Article,ChemNanoMat,1 October 2019,"Lim Dongwook[Inha University], Kong Hyungseok[Inha University], Kim Namil[Inha University], Lim Chaewon[Inha University], Ahn Whaseung[Inha University], Baeck Sunghyeon[Inha University]",valid,0
35,35,188065,299,Poly(amidoamine) dendrimer immobilized on mesoporous silica foam (MSF) and fibrous nano-silica KCC-1 for Gd3+ adsorption in water,Ahn W.-S.,Elsevier B.V.,"Lee Yuri, Zhang Siqian, Yu Kwangsun, Choi Jinsub, Ahn Whaseung",122133,Article,Chemical Engineering Journal,15 December 2019,"Lee Yuri[Korea Institute of Science and Technology], Zhang Siqian[Inha University], Yu Kwangsun[Inha University], Choi Jinsub[Inha University], Ahn Whaseung[Inha University]",valid,0
36,36,188072,768,Conformance control in oil reservoir based on magnetorheological behavior of nanoparticle suspension,Choi H.J.,Academic Press,"Esmaeilnezhad Ehsan, Van Si Le, Choi Hyoungjin, Chon Bohyun, Schaffie Mahin, Gholizadeh M., Ranjbar Mohammad",1127-1134,Article,Journal of Environmental Management,1 February 2019,"Esmaeilnezhad Ehsan[Hakim Sabzevari University], Van Si Le[Inha University], Choi Hyoungjin[Inha University], Chon Bohyun[Inha University], Schaffie Mahin[Shahid Bahonar University of Kerman], Gholizadeh M.[Ferdowsi University of Mashhad], Ranjbar Mohammad[Shahid Bahonar University of Kerman]",valid,0
37,37,188072,781,Fabrication and electro-responsive electrorheological characteristics of rice husk-based nanosilica suspension,Vu C.M.,Taiwan Institute of Chemical Engineers,"Kwon Seung-hyuk, Park In-hye, Vu Cuong Manh, Choi Hyoungjin",432-437,Article,Journal of the Taiwan Institute of Chemical Engineers,February 2019,"Kwon Seung-hyuk[Inha University], Park In-hye[Inha University], Vu Cuong Manh[Ton-Duc-Thang University], Choi Hyoungjin[Inha University]",valid,0
38,38,188072,782,Polymer-magnetic composite particles of Fe 3 O 4 /poly(o-anisidine) and their suspension characteristics under applied magnetic fields,Choi H.J.,MDPI AG,"Lee Jinhee, Lu Qi, Lee Jae-yun, Choi Hyoungjin",219,Article,PolymersOpen Access,28 January 2019,"Lee Jinhee[Inha University], Lu Qi[Inha University], Lee Jae-yun[Inha University], Choi Hyoungjin[Inha University]",valid,0
39,39,188072,783,Synthesis and thermal analysis of hydrophobic iron oxide nanoparticles for improving in-situ combustion efficiency of heavy oils,Esmaeilnezhad E.,Korean Society of Industrial Engineering Chemistry,"Esmaeilnezhad Ehsan, Karimian Milad, Choi Hyoungjin",402-409,Article,Journal of Industrial and Engineering Chemistry,25 March 2019,"Esmaeilnezhad Ehsan[Hakim Sabzevari University], Karimian Milad[Razi University], Choi Hyoungjin[Inha University]",valid,0
40,40,188072,784,Fabrication of dual-coated graphene oxide nanosheets by polypyrrole and poly(ionic liquid) and their enhanced electrorheological responses,Liu Y.D.,Korean Society of Industrial Engineering Chemistry,"Chen Panpan, Cheng Qianqian, Wang Limin, Liu Yingdan, Choi Hyoungjin",106-115,Article,Journal of Industrial and Engineering Chemistry,25 January 2019,"Chen Panpan[Yanshan University], Cheng Qianqian[Yanshan University], Wang Limin[Yanshan University], Liu Yingdan[Yanshan University], Choi Hyoungjin[Inha University]",valid,0
41,41,188072,785,0,0,0,0,0,0,0,0,0,unknown--,0
42,42,188072,786,0,0,0,0,0,0,0,0,0,unknown--,0
43,43,188072,787,Jellyfish-shaped p-phenylenediamine functionalized graphene oxide-g-polyaniline fibers and their electrorheology,Zhang K.,Elsevier Ltd,"Zhang Ke, Li Haitao, Dong Yuzhen, Zhang Honglin, Zhao Wei, Zhao Siqin, Choi Hyoungjin",29-35,Article,Polymer,2 April 2019,"Zhang Ke[Harbin Institute of Technology], Li Haitao[Inner Mongolia Normal University China], Dong Yuzhen[Inha University], Zhang Honglin[Harbin Institute of Technology], Zhao Wei[Zhu-Hai CosMX Battery Co.], Zhao Siqin[Inner Mongolia Normal University China], Choi Hyoungjin[Inha University]",valid,0
44,44,188072,788,Magnetorheological characteristics of carbonyl iron microparticles with different shapes,Choi H.J.,"Korean Society of Rheology, Australian Society of Rheology","Lee Jae-yun, Kwon Seung-hyuk, Choi Hyoungjin",41-47,Article,Korea Australia Rheology Journal,1 February 2019,"Lee Jae-yun[Inha University], Kwon Seung-hyuk[Inha University], Choi Hyoungjin[Inha University]",valid,0
45,45,188072,789,Magnetostrictive and viscoelastic characteristics of polyurethane-based magnetorheological elastomer,Bica I.,Korean Society of Industrial Engineering Chemistry,"Bica Ioan, Anitas Eugen Mircea, Averis Larisa Marina Elisabeth, Kwon Seung-hyuk, Choi Hyoungjin",128-133,Article,Journal of Industrial and Engineering Chemistry,25 May 2019,"Bica Ioan[Universitatea de Vest din Timisoara], Anitas Eugen Mircea[Horia Hulubei National Institute of Physics and Nuclear Engineering], Averis Larisa Marina Elisabeth[Universitatea de Medicina si Farmacie din Craiova], Kwon Seung-hyuk[Inha University], Choi Hyoungjin[Inha University]",valid,0
46,46,188072,790,Rheological effect of Zn-doped ferrite nanoparticle additive with enhanced magnetism on micro-spherical carbonyl iron based magnetorheological suspension,Choi H.J.,Elsevier B.V.,"Han Jaekyeong, Lee Jae-yun, Choi Hyoungjin",168-173,Article,Colloids and Surfaces A: Physicochemical and Engineering Aspects,20 June 2019,"Han Jaekyeong[Inha University], Lee Jae-yun[Inha University], Choi Hyoungjin[Inha University]",valid,0
47,47,188072,791,Polyindole-coated soft-magnetic particles and their viscoelastic behaviors under applied magnetic field,Choi H.J.,Seoul National University 501-321,"Park In-hye, Kwon Seung-hyuk, Choi Hyoungjin, Kim Namhui, You Chun Yeol",155-161,Article,Journal of Magnetics,2019,"Park In-hye[Inha University], Kwon Seung-hyuk[Inha University], Choi Hyoungjin[Inha University], Kim Namhui[Daegu Gyeongbuk Institute of Science and Technology], You Chun Yeol[Daegu Gyeongbuk Institute of Science and Technology]",valid,0
48,48,188072,792,Fabrication of magnetite nanoparticle-embedded polystyrene composites and their additive role on the dynamic properties of carbonyl iron-based magneto-rheological fluids,Choi H.J.,Seoul National University 501-321,"Gao Chunyan, Lu Qi, Choi Hyoungjin, Kim Namhui, You Chun Yeol",162-167,Article,Journal of Magnetics,2019,"Gao Chunyan[Inha University], Lu Qi[Inha University], Choi Hyoungjin[Inha University], Kim Namhui[Daegu Gyeongbuk Institute of Science and Technology], You Chun Yeol[Daegu Gyeongbuk Institute of Science and Technology]",valid,0
49,49,188072,793,Micron-size white bamboo fibril-based silane cellulose aerogel: Fabrication and oil absorbent characteristics,Vu C.M.,MDPI AG,"Nguyen Dinh Duc, Vu Cuong Manh, Vu Huong Thi, Choi Hyoungjin",1407,Article,MaterialsOpen Access,2019,"Nguyen Dinh Duc[Kyonggi University], Vu Cuong Manh[Ton-Duc-Thang University], Vu Huong Thi[AQP research and control pharmaceuticals Joint Stock Company (AQP Pharma J.S.C) Dong Da], Choi Hyoungjin[Inha University]",valid,0
50,50,188072,794,Poly(glycidyl methacrylate) Coated Soft-Magnetic Carbonyl Iron/Silicone Rubber Composite Elastomer and Its Magnetorheology,Choi H.J.,Polymer Society of Korea,"Kwon Seung-hyuk, An Ji-su, Choi Soyeon, Chung Kyungho, Choi Hyoungjin",448-453,Article,Macromolecular Research,1 May 2019,"Kwon Seung-hyuk[Inha University], An Ji-su[Inha University], Choi Soyeon[Suwon University], Chung Kyungho[Suwon University], Choi Hyoungjin[Inha University]",valid,0
51,51,188072,795,Recent development of electro-responsive smart electrorheological fluids,Seo Y.,Royal Society of Chemistry,"Dong Yuzhen, Seo Yongsok, Choi Hyoungjin",3473-3486,Review,Soft Matter,2019,"Dong Yuzhen[Inha University], Seo Yongsok[Seoul National University], Choi Hyoungjin[Inha University]",valid,0
52,52,188072,796,Viscoelastic and mechanical behaviors of magneto-rheological carbonyl iron/natural rubber composites with magnetic iron oxide nanoparticle,Jung J.H.,Institute of Physics Publishing,"Kwon Seung-hyuk, Lee Chul-joo, Choi Hyoungjin, Chung Kyungho, Jung Jaeheum",45012,Article,Smart Materials and Structures,14 March 2019,"Kwon Seung-hyuk[Inha University], Lee Chul-joo[Inha University], Choi Hyoungjin[Inha University], Chung Kyungho[Suwon University], Jung Jaeheum[Daeheung Rubber and Technology Co. Ltd]",valid,0
53,53,188072,797,Spontaneous Phase Separation of Poly(3-hexylthiophene)s with Different Regioregularity for a Stretchable Semiconducting Film,Yang H.,Wiley-VCH Verlag,"Gao Chunyan, Pei Mingyuan, Choi Hyoungjin, Yang Hoichang",1903163,Article,Advanced Functional Materials,2019,"Gao Chunyan[Inha University], Pei Mingyuan[Inha University], Choi Hyoungjin[Inha University], Yang Hoichang[Inha University]",valid,0
54,54,188072,798,Role of calcium carbonate as an interfacial compatibilizer in the magneto-rheological elastomers based on ethylene/acrylic elastomer (AEM) and its magneto-induced properties,Wang S.,Institute of Physics Publishing,"Gao Tianming, Chen Jing, Hui Yonghai, Wang Sheng, Choi Hyoungjin, Chung Kyungho",85320,Article,Materials Research ExpressOpen Access,22 May 2019,"Gao Tianming[Zhanjiang Normal College], Chen Jing[Zhanjiang Normal College], Hui Yonghai[Zhanjiang Normal College], Wang Sheng[Zhanjiang Normal College], Choi Hyoungjin[Inha University], Chung Kyungho[Suwon University]",valid,0
55,55,188072,799,Rheological and mechanical properties of polypropylene composites containing microfibrillated cellulose (MFC) with improved compatibility through surface silylation,Nam J.-D.,Springer Netherlands,"Kim Sunghoon, Kim Eui-su, Choi Kisuk, Cho Jungkeun, Sun Hanna, Yoo Jiwang, Park In-kyung, Lee Youngkwan, Choi Hyoukryeol, Kim Taesung, Suhr Jonghwan, Yun Ju-ho, Choi Hyoungjin, Nam Jaedo",1085-1097,Article,Cellulose,30 January 2019,"Kim Sunghoon[Sungkyunkwan University], Kim Eui-su[Sungkyunkwan University], Choi Kisuk[Sungkyunkwan University], Cho Jungkeun[Sungkyunkwan University], Sun Hanna[Sungkyunkwan University], Yoo Jiwang[Sungkyunkwan University], Park In-kyung[Sungkyunkwan University], Lee Youngkwan[Sungkyunkwan University], Choi Hyoukryeol[Sungkyunkwan University], Kim Taesung[Sungkyunkwan University], Suhr Jonghwan[Sungkyunkwan University], Yun Ju-ho[Korea Automotive Technology Institute], Choi Hyoungjin[Inha University], Nam Jaedo[Sungkyunkwan University]",valid,0
56,56,188072,800,Non-Einstein Viscosity Phenomenon of Acrylonitrile-Butadiene-Styrene Composites Containing Lignin-Polycaprolactone Particulates Highly Dispersed by High-Shear Stress,Nam J.-D.,American Chemical Society,"Kim Sunghoon, Choi Kisuk, Choi Hyoukryeol, Kim Taesung, Suhr Jonghwan, Kim Kwang-jin, Choi Hyoungjin, Nam Jaedo",10036-10043,Article,ACS OmegaOpen Access,10 June 2019,"Kim Sunghoon[Sungkyunkwan University], Choi Kisuk[Sungkyunkwan University], Choi Hyoukryeol[Sungkyunkwan University], Kim Taesung[Sungkyunkwan University], Suhr Jonghwan[Sungkyunkwan University], Kim Kwang-jin[University of Nevada], Choi Hyoungjin[Inha University], Nam Jaedo[Sungkyunkwan University]",valid,0
57,57,188072,801,Quantitative Electrode Design Modeling of an Electroadhesive Lifting Device Based on the Localized Charge Distribution and Interfacial Polarization of Different Objects,Nam J.-D.,American Chemical Society,"Choi Kisuk, Chan Kim Ye, Sun Hanna, Kim Sunghoon, Yoo Jiwang, Park In-kyung, Lee Pyoungchan, Choi Hyoungjin, Choi Hyoukryeol, Kim Taesung, Suhr Jonghwan, Lee Youngkwan, Nam Jaedo",7994-8000,Article,ACS OmegaOpen Access,2 May 2019,"Choi Kisuk[Sungkyunkwan University], Chan Kim Ye[Sungkyunkwan University], Sun Hanna[Sungkyunkwan University], Kim Sunghoon[Sungkyunkwan University], Yoo Jiwang[Sungkyunkwan University], Park In-kyung[Sungkyunkwan University], Lee Pyoungchan[Korea Automotive Technology Institute], Choi Hyoungjin[Inha University], Choi Hyoukryeol[Sungkyunkwan University], Kim Taesung[Sungkyunkwan University], Suhr Jonghwan[Sungkyunkwan University], Lee Youngkwan[Sungkyunkwan University], Nam Jaedo[Sungkyunkwan University]",valid,0
58,58,188072,802,Quantitative characterization of a voltage-dependent pseudocapacitance on heteroatom-enriched nanoporous carbons,Yun Y.S.,Elsevier Ltd,"Han Jaekyeong, Lee Min-eui, Choi Hyoungjin, Jin Hyoung-Joon, Yun Youngsoo",71-77,Article,Electrochimica Acta,10 April 2019,"Han Jaekyeong[Inha University], Lee Min-eui[Korea Institute of Science and Technology], Choi Hyoungjin[Inha University], Jin Hyoung-Joon[Inha University], Yun Youngsoo[Kangwon National University]",valid,0
59,59,188072,803,Polyindole nanoparticle-based electrorheological fluid and its green and clean future potential conformance control technique to oil fields,Choi H.J.,Elsevier Ltd,"Esmaeilnezhad Ehsan, Choi Hyoungjin",1218-1225,Article,Journal of Cleaner Production,10 September 2019,"Esmaeilnezhad Ehsan[Hakim Sabzevari University], Choi Hyoungjin[Inha University]",valid,0
60,60,188072,804,Graphene oxide and its inorganic composites: Fabrication and electrorheological response,Choi H.J.,MDPI AG,"Dong Yuzhen, Kim Joo-nyeon, Choi Hyoungjin",2185,Review,MaterialsOpen Access,1 July 2019,"Dong Yuzhen[Inha University], Kim Joo-nyeon[Inha University], Choi Hyoungjin[Inha University]",valid,0
61,61,188072,805,"Reply to comment on 'Synthesis, characterization and magnetorheological study of 3-aminopropyltriethoxysilane-modified Fe3O4 nanoparticles'",Copyright 2019 Elsevier B.V. All rights reserved.,Institute of Physics Publishing,"Zeng Yingzhe, Ma Yingying, Wang Guangshuo",88002,Article,Smart Materials and Structures,8 July 2019,"Zeng Yingzhe[Hebei University of Engineering], Ma Yingying[Hebei University of Engineering], Wang Guangshuo[Hebei University of Engineering]",valid,0
62,62,188072,806,Raman spectroscopy study of solution-processed In2O3 thin films: effect of annealing temperature on the characteristics of In2O3 semiconductors and thin-film transistors,Park J.,Taylor and Francis Inc.,"Lee Hyeonju, Kim Bokyung, Gao Chunyan, Choi Hyoungjin, Ko Jaehyun, Seo Cheong Hoon, Park Jaehoon",38-47,Article,Molecular Crystals and Liquid Crystals,2019,"Lee Hyeonju[Hallym University], Kim Bokyung[Hallym University], Gao Chunyan[Inha University], Choi Hyoungjin[Inha University], Ko Jaehyun[Hallym University], Seo Cheong Hoon[Hallym University], Park Jaehoon[Hallym University]",valid,0
63,63,188072,807,Effects of dispersion state on rheological and electrical characteristics of concentrated multiwalled carbon nanotube suspensions,Choi H.J.,"Korean Society of Rheology, Australian Society of Rheology","Kim Min-hwan, Kwon Seung-hyuk, Choi Hyoungjin",179-186,Article,Korea Australia Rheology Journal,1 August 2019,"Kim Min-hwan[Inha University], Kwon Seung-hyuk[Inha University], Choi Hyoungjin[Inha University]",valid,0
64,64,188072,808,Nanosilica extracted from hexafluorosilicic acid of waste fertilizer as reinforcement material for natural rubber: Preparation and mechanical characteristics,Vu C.M.,MDPI AG,"Nguyen Van-Huy, Vu Cuong Manh, Choi Hyoungjin, Kien Bui Xuan",2707,Article,MaterialsOpen Access,2019,"Nguyen Van-Huy[Ton-Duc-Thang University], Vu Cuong Manh[Ton-Duc-Thang University], Choi Hyoungjin[Inha University], Kien Bui Xuan[Electric Power University]",valid,0
65,65,188072,809,Electrorheological characteristics of poly(diphenylamine)/magnetite composite-based suspension,Choi H.J.,MDPI AG,"Dong Yuzhen, Choi Hyoungjin",2911,Article,MaterialsOpen Access,1 September 2019,"Dong Yuzhen[Inha University], Choi Hyoungjin[Inha University]",valid,0
66,66,188072,810,Toughness and rheological characteristics of poly(lactic acid)/acrylic core–shell rubber blends,Choi H.J.,Springer Verlag,"Lee Jae-yun, Kwon Seung-hyuk, Chin In-joo, Choi Hyoungjin",5483-5497,Article,Polymer Bulletin,1 November 2019,"Lee Jae-yun[Inha University], Kwon Seung-hyuk[Inha University], Chin In-joo[Inha Technical College], Choi Hyoungjin[Inha University]",valid,0
67,67,188072,811,Facile fabrication of core-shell typed silica/poly(diphenylamine) composite microparticles and their electro-response,Choi H.J.,Elsevier Ltd,"Jang Hyo-seon, Kwon Seung-hyuk, Lee Jin-hyun, Choi Hyoungjin",121851,Article,Polymer,7 November 2019,"Jang Hyo-seon[Inha University], Kwon Seung-hyuk[Inha University], Lee Jin-hyun[Inha University], Choi Hyoungjin[Inha University]",valid,0
68,68,188072,812,Effect of medium viscosity on rheological characteristics of magnetite-based magnetorheological fluids,Esmaeilnezhad E.,Korean Society of Industrial Engineering Chemistry,"Esmaeilnezhad Ehsan, Hajiabadi Seyed Hasan, Choi Hyoungjin",197-204,Article,Journal of Industrial and Engineering Chemistry,25 December 2019,"Esmaeilnezhad Ehsan[Hakim Sabzevari University], Hajiabadi Seyed Hasan[Hakim Sabzevari University], Choi Hyoungjin[Inha University]",valid,0
69,69,188072,813,"Highly Tough, Biocompatible, and Magneto-Responsive Fe3O4/Laponite/PDMAAm Nanocomposite Hydrogels",Lee J.H.,Nature Research,"Lee Jin-hyun, Han Wenjiao, Jang Hyo-seon, Choi Hyoungjin",15024,Article,Scientific ReportsOpen Access,1 December 2019,"Lee Jin-hyun[Inha University], Han Wenjiao[Inha University], Jang Hyo-seon[Inha University], Choi Hyoungjin[Inha University]",valid,0
70,70,188072,814,Synthesis of conducting polymeric nanoparticles in the presence of a polymerizable surfactant and their electrorheological response,Choi H.J.,Springer Verlag,"Han Wenjiao, Choi Hyoungjin",2019,Article,Colloid and Polymer Science,2019,"Han Wenjiao[Inha University], Choi Hyoungjin[Inha University]",valid,0
71,71,188072,815,Stimuli-Responsive Graphene Oxide-Polymer Nanocomposites,Choi H.J.,Polymer Society of Korea,"Lu Qi, Jang Hyo-seon, Han Wenjiao, Lee Jin-hyun, Choi Hyoungjin",1061-1070,Review,Macromolecular Research,1 November 2019,"Lu Qi[Inha University], Jang Hyo-seon[Inha University], Han Wenjiao[Inha University], Lee Jin-hyun[Inha University], Choi Hyoungjin[Inha University]",valid,0
72,72,188072,816,Suspensions of Hollow Polydivinylbenzene Nanoparticles Decorated with Fe3O4 Nanoparticles as Magnetorheological Fluids for Microfluidics Applications,Seo Y.,American Chemical Society,"Choi Junsok, Han Sangsok, Kim Hoyeon, Sohn Eun-ho, Choi Hyoungjin, Seo Yongsok",6939-6947,Article,ACS Applied Nano Materials,22 November 2019,"Choi Junsok[Seoul National University], Han Sangsok[Seoul National University], Kim Hoyeon[Seoul National University], Sohn Eun-ho[Korea Research Institute Chemical Technology], Choi Hyoungjin[Inha University], Seo Yongsok[Seoul National University]",valid,0
73,73,188072,817,Microfibrillated cellulose suspension and its electrorheology,Choi H.J.,MDPI AG,"Choi Kisuk, Nam Jaedo, Kwon Seung-hyuk, Choi Hyoungjin, Islam M. S., Kao Nhol",2119,Article,PolymersOpen Access,1 December 2019,"Choi Kisuk[Sungkyunkwan University], Nam Jaedo[Sungkyunkwan University], Kwon Seung-hyuk[Inha University], Choi Hyoungjin[Inha University], Islam M. S.[RMIT University], Kao Nhol[RMIT University]",valid,0
74,74,188173,61,The Effect of Entrepreneurship Orientation on Firm Performance: A Multiple Mediation Model,Zacca R.,Routledge,"Jeong Youngmin, Ali Murad, Zacca Robert, Park Kichan",166-193,Article,Journal of East-West Business,3 April 2019,"Jeong Youngmin[Kangnam University], Ali Murad[King Abdulaziz University], Zacca Robert[Alfaisal University], Park Kichan[Inha University]",valid,0
75,75,188173,62,0,0,0,0,0,0,0,0,0,unknown--,0
76,76,188173,64,0,0,0,0,0,0,0,0,0,unknown--,0
77,77,188307,18,0,0,0,0,0,0,0,0,0,unknown--,0
78,78,188307,19,0,0,0,0,0,0,0,0,0,unknown--,0
79,79,188312,73,"The eschar size and early inoculation lesion of tsutsugamushi disease on jeju Island, Korea",Chung M.-H.,Korean Society for Antimicrobial Therapy,"Kim Young-hoon, Hyun Woojin, Kim Dong-pil, Chung Moon-hyun, Im Jae-hyoung, Baek Jihyeon, Lee Jin-soo, Kang Jae-seung",345-354,Article,Infection and ChemotherapyOpen Access,1 December 2019,"Kim Young-hoon[Seogwipo Medical Center], Hyun Woojin[Seogwipo Medical Center], Kim Dong-pil[Seogwipo Medical Center], Chung Moon-hyun[Jeju Seogwipo Medical Center], Im Jae-hyoung[Inha University], Baek Jihyeon[Inha University], Lee Jin-soo[Inha University], Kang Jae-seung[Inha University]",valid,0
80,80,188312,74,History of tsutsugamushi disease in Korea,Chung M.-H.,Korean Society for Antimicrobial Therapy,"Chung Moon-hyun, Kang Jae-seung",196-209,Article,Infection and ChemotherapyOpen Access,2019,"Chung Moon-hyun[Jeju Seogwipo Medical Center], Kang Jae-seung[Inha University]",valid,0
81,81,189055,177,P-Protein: A Novel Target for Skin-whitening Agent,Kim E.-K.,Korean Society for Biotechnology and Bioengineering,"Singh Birendra Kumar, Kim Eunki",76-84,Review,Biotechnology and Bioprocess Engineering,1 February 2019,"Singh Birendra Kumar[Inha University], Kim Eunki[Inha University]",valid,0
82,82,189058,76,"Distinct phylogeographic structure of the halophyte Suaeda malacosperma (Chenopodiaceae/Amaranthaceae), endemic to Korea–Japan region, influenced by historical range shift dynamics",Choi B.-H.,Springer-Verlag Wien,"Park Jong-soo, Takayama Koji, Suyama Yoshihisa, Choi Byoung-hee",193-203,Article,Plant Systematics and Evolution,1 March 2019,"Park Jong-soo[Inha University], Takayama Koji[Universitat Wien], Suyama Yoshihisa[Tohoku University], Choi Byoung-hee[Inha University]",valid,0
83,83,189058,77,"Complete chloroplast genome of Fagus multinervis, a beech species endemic to Ulleung Island in South Korea",Choi B.-H.,Taylor and Francis Ltd.,"Park Jong-soo, Jin Dongpil, Park Jong-won, Choi Byoung-hee",1698-1699,Article,Mitochondrial DNA Part B: Resources,2 January 2019,"Park Jong-soo[Inha University], Jin Dongpil[Inha University], Park Jong-won[Inha University], Choi Byoung-hee[Inha University]",valid,0
84,84,189058,78,Plastid genome evolution in tribe Desmodieae (Fabaceae: Papilionoideae),Choi B.-H.,Public Library of Science,"Jin Dongpil, Choi In-su, Choi Byoung-hee",e0218743,Article,PLoS ONEOpen Access,June 2019,"Jin Dongpil[Inha University], Choi In-su[The University of Texas at Austin], Choi Byoung-hee[Inha University]",valid,0
85,85,189058,79,0,0,0,0,0,0,0,0,0,unknown--,0
86,86,189058,80,0,0,0,0,0,0,0,0,0,unknown--,0
87,87,189164,170,State-vector equation method for the frequency domain spectral element modeling of non-uniform one-dimensional structures,Lee U.,Elsevier Ltd,"Kim Taehyun, Lee Bitna, Lee Usik",75-86,Article,International Journal of Mechanical Sciences,July 2019,"Kim Taehyun[Inha University], Lee Bitna[Inha University], Lee Usik[Inha University]",valid,0
88,88,189173,78,Custom-Made Eyeglass-Holding Hook on a Snapback Cap to Prevent Nose-Pads from Directly Resting Upon the Nose,Hwang K.,Lippincott Williams and Wilkins,"Hwang Kun, Kim Dae-joong",E605-E607,Article,Journal of Craniofacial Surgery,1 October 2019,"Hwang Kun[Inha University], Kim Dae-joong[Inha University]",valid,0
89,89,189220,127,0,0,0,0,0,0,0,0,0,unknown--,0
90,90,189220,128,Efficacy of a novel hemostatic adhesive powder in patients with refractory upper gastrointestinal bleeding: A pilot study,Lee D.H.,Georg Thieme Verlag,"Park Jin-seok, Bang Byoungwook, Hong Su-jin, Lee Eunhye, Kwon Kyesook, Kim Hyungkil, Shin Youngwoon, Lee Donhaeng",458-462,Article,Endoscopy,2019,"Park Jin-seok[Inha University], Bang Byoungwook[Inha University], Hong Su-jin[Soonchunhyang University], Lee Eunhye[Utah-Inha DDS and Advanced Therapeutics Research Center 3F], Kwon Kyesook[Inha University], Kim Hyungkil[Inha University Hospital], Shin Youngwoon[Inha University], Lee Donhaeng[Inha University]",valid,0
91,91,189220,130,Endoscopic Enucleation Is Effective and Relatively Safe in Small Gastric Subepithelial Tumors Originating from Muscularis Propria,Kim H.K.,Springer New York LLC,"Ko Eunjung, Bang Byoungwook, Kwon Kyesook, Shin Youngwoon, Kim Hyungkil",524-531,Article,Digestive Diseases and Sciences,15 February 2019,"Ko Eunjung[Inha University], Bang Byoungwook[Inha University], Kwon Kyesook[Inha University], Shin Youngwoon[Inha University], Kim Hyungkil[Inha University Hospital]",valid,0
92,92,189228,60,0,0,0,0,0,0,0,0,0,unknown--,0
93,93,189230,102,Sialolith: How Big?(Note),Choi J.-S.,SAGE Publications Ltd,"Kim Young-mo, Choi Jeong-seok",NP70-NP71,Note,"Ear, Nose and Throat JournalOpen Access",1 August 2020,"Kim Young-mo[Inha University], Choi Jeong-seok[Inha University]",valid,0
